Gene,d0_Old,d0_Y,d1_Old,d1_Y,d3_Old,d3_Y,d5_Old,d5_Y,d7_Old,d7_Y
ENSMUSG00000109094,2.8441079931,-0.3290703464,-0.3290703464,-0.3290703464,-0.3290703464,-0.3290703464,-0.3290703464,-0.2115452221,-0.3290703464,-0.3290703464
ENSMUSG00000111340,2.8418137628,-0.339860679,-0.339860679,-0.2964742093,-0.339860679,-0.339860679,-0.339860679,-0.339860679,-0.1663148003,-0.339860679
ENSMUSG00000109995,2.838044675,-0.1033461647,-0.3418373138,-0.3418373138,-0.3418373138,-0.3418373138,-0.3418373138,-0.3418373138,-0.3418373138,-0.3418373138
ENSMUSG00000090860,2.8302706104,-0.0593863224,-0.3591029116,-0.249030005,-0.2503561846,-0.3893398065,-0.3893398065,-0.3550359609,-0.3893398065,-0.3893398065
ENSMUSG00000108795,2.824810976,-0.2602569119,-0.3918474853,-0.1725298629,-0.3918474853,-0.3918474853,-0.0409392895,-0.3918474853,-0.3918474853,-0.3918474853
ENSMUSG00000097268,2.8244148415,-0.1907556864,-0.3753579637,-0.006153409,-0.3753579637,-0.3753579637,-0.3753579637,-0.3753579637,-0.3753579637,-0.3753579637
ENSMUSG00000110303,2.8122300536,-0.3668126156,-0.3668126156,-0.3668126156,-0.3668126156,0.1222708714,-0.3668126156,-0.3668126156,-0.3668126156,-0.3668126156
ENSMUSG00000103391,2.8091465516,0.1418760881,-0.36887783,-0.36887783,-0.36887783,-0.36887783,-0.36887783,-0.36887783,-0.36887783,-0.36887783
ENSMUSG00000099895,2.8009809941,-0.405286639,-0.405286639,-0.405286639,-0.405286639,-0.405286639,-0.405286639,0.0630445879,-0.405286639,-0.0270191093
ENSMUSG00000111629,2.7988533401,-0.3751040558,-0.3751040558,-0.3751040558,-0.3751040558,-0.3751040558,-0.3751040558,0.2019791059,-0.3751040558,-0.3751040558
ENSMUSG00000107177,2.7965535117,-0.3947087539,-0.3947087539,-0.3947087539,-0.3947087539,-0.2267475812,-0.3947087539,0.1931553467,-0.3947087539,-0.3947087539
ENSMUSG00000100510,2.7733189564,-0.083128479,0.0883441034,-0.0670529244,-0.327476909,-0.3689161164,-0.5096665278,-0.36605824,-0.61040667,-0.5289571933
ENSMUSG00000085911,2.7710419705,-0.4219282012,-0.4219282012,-0.4219282012,0.2622796926,-0.0798242543,-0.4219282012,-0.4219282012,-0.4219282012,-0.4219282012
ENSMUSG00000102249,2.7703435075,-0.3888201414,-0.3888201414,-0.3888201414,-0.3888201414,-0.3888201414,-0.3888201414,-0.3888201414,-0.3888201414,0.3402176236
ENSMUSG00000086152,2.7572654139,0.2353763158,-0.4371274437,-0.4371274437,-0.4371274437,-0.4371274437,-0.4371274437,-0.4371274437,-0.4371274437,0.0672503759
ENSMUSG00000108393,2.7485740608,-0.2651350734,-0.1132013348,0.263423144,-0.6011012278,-0.55259656,-0.5668626388,-0.292953927,-0.4256284593,-0.1945179836
ENSMUSG00000053545,2.748008732,-0.3133013843,-0.1552605178,0.0774107577,-0.5942629246,-0.5942629246,-0.5942629246,-0.3425682114,0.1257010225,-0.3572016249
ENSMUSG00000086001,2.7444868517,-0.4767418476,-0.0901944035,-0.4767418476,0.2963530406,-0.0901944035,-0.4767418476,-0.4767418476,-0.4767418476,-0.4767418476
ENSMUSG00000105445,2.7151378406,0.1482593604,0.1482593604,-0.3164341575,-0.3828189457,-0.6483580988,-0.6483580988,-0.1172797927,-0.6483580988,-0.2500493692
ENSMUSG00000109089,2.7144150894,0.3282848434,-0.4179566622,0.1532405396,-0.4179566622,-0.4670919052,-0.4363823783,-0.4179566622,-0.6390652564,-0.399530946
ENSMUSG00000110928,2.6998139915,-0.4442731881,-0.4442731881,-0.4442731881,-0.4442731881,-0.3075737469,-0.4442731881,-0.3075737469,-0.4442731881,0.5809726309
ENSMUSG00000087478,2.6929399438,0.075653516,-0.3332006952,-0.2658326718,-0.7420549064,-0.5902832675,-0.1938185778,-0.5159461381,0.3544177509,-0.4818749538
ENSMUSG00000109224,2.6905207289,-0.0747069563,-0.5537733412,-0.2313989106,-0.6462472814,-0.7695458684,-0.5961572305,-0.0006421801,0.1731745779,0.0087764619
ENSMUSG00000103784,2.6893073705,-0.2745066534,-0.596194138,0.2230366559,-0.48467581,-0.5075513644,-0.4246274796,-0.6505235798,-0.2959524857,0.3216874845
ENSMUSG00000085023,2.6790389159,0.5262153737,-0.4463863427,-0.4234555374,0.0536170699,-0.3749217734,-0.4982136912,-0.5265509465,-0.561599657,-0.4277434115
ENSMUSG00000096935,2.6593573705,-0.4744781923,-0.4519955139,-0.1138185594,-0.0585486417,-0.5119493229,-1.0721427266,-0.1909466368,0.1812665947,0.0332556285
ENSMUSG00000109118,2.6511804912,0.1771205221,-0.5654069724,0.1577061996,-0.6284331788,-0.5706591562,-0.7882496308,-0.381205381,0.2049758544,-0.2570287481
ENSMUSG00000097047,2.6509753078,-0.2538962267,-0.2314936184,0.3534633744,-0.9732688689,0.0356782279,-0.7193726422,-0.3891416023,-0.2314936184,-0.2414503332
ENSMUSG00000086914,2.6498212467,0.2804097922,-0.5736149152,0.0987762524,-0.6351620765,-0.791575163,-0.4852276386,-0.5179293884,-0.1289019682,0.1034038585
ENSMUSG00000111070,2.6370770358,-0.5024122886,-0.5024122886,-0.4601137797,-0.5024122886,-0.5024122886,0.6255479476,-0.4084156021,-0.5024122886,0.1179658413
ENSMUSG00000106859,2.6244405347,0.3467525058,-0.5711217742,-0.2651636809,-0.5711217742,-0.5711217742,-0.5711217742,-0.2991590253,-0.5711217742,0.4487385369
ENSMUSG00000110474,2.6224718289,0.6799001025,-0.485642931,0.0971285857,-0.485642931,-0.485642931,-0.485642931,-0.485642931,-0.485642931,-0.485642931
ENSMUSG00000097290,2.6145701169,-0.6075394973,-0.1749871044,-0.0497154374,-0.786178018,-0.9689360853,0.1418434795,0.2442079707,-0.3476335573,-0.0656318674
ENSMUSG00000052658,2.5925039653,0.719988304,-0.5239107061,-0.2381758646,-0.4781931314,-0.6966215436,0.0627981685,-0.3867579821,-0.592487068,-0.459144142
ENSMUSG00000109636,2.5887157583,-0.4568321923,-0.4568321923,-0.4568321923,-0.4568321923,0.875595035,-0.4568321923,-0.2664854472,-0.4568321923,-0.4568321923
ENSMUSG00000097350,2.5828398148,0.4654808247,0.0128758317,-0.8494147153,-0.6426210547,-0.2576466928,-0.346086749,-0.7726799607,-0.3929079551,0.2001606564
ENSMUSG00000087165,2.5814302596,0.6957728465,-0.4260196199,-0.1771877836,-0.6262560622,-0.8019020642,-0.5033038607,0.0638375636,-0.5068167808,-0.2995544984
ENSMUSG00000086915,2.5661180947,0.6041942907,0.0611645813,0.0416043345,-0.303960026,-0.395862138,-0.3468062809,-0.6218916568,-0.8255666078,-0.7789945916
ENSMUSG00000086039,2.5613037709,-0.5848469457,-0.450011915,0.5781051942,-0.3151768843,-0.5848469457,-0.5848469457,0.4488882899,-0.5848469457,-0.4837206727
ENSMUSG00000102712,2.5502141313,-0.1210631099,-0.3468048485,-0.7564168744,-0.9184411868,-0.4062744464,-0.3067538949,0.300078736,-0.543418621,0.5488801146
ENSMUSG00000100627,2.5458870282,0.7801006351,-0.4790748246,-0.0780635317,-0.5472467444,-0.6087351426,-0.8319647623,-0.2398047532,-0.0379624024,-0.5031355022
ENSMUSG00000026729,2.5180683301,0.2315777103,0.468674479,-0.3398799504,-0.5821740386,-0.7521181387,-0.6489967187,-0.6445418734,-0.624247578,0.3736377784
ENSMUSG00000107749,2.5075900135,-0.4857350163,0.7388070416,-0.5265530849,-0.8122795651,-0.3224627419,0.2489902184,-0.3768868328,-0.8122795651,-0.1591904675
ENSMUSG00000111528,2.5065742378,-0.2552021191,-0.5698348685,-0.5698348685,0.6886961293,0.478940963,-0.5698348685,-0.5698348685,-0.5698348685,-0.5698348685
ENSMUSG00000085519,2.502103182,1.011375688,-0.3843088887,-0.1239739418,-0.4223850885,-0.5520606214,-0.6691424758,-0.483779271,-0.4793518059,-0.398476777
ENSMUSG00000102916,2.498610343,-0.4469059149,-0.4469059149,1.0766369766,-0.4469059149,-0.4469059149,-0.4469059149,-0.4469059149,-0.4469059149,-0.4469059149
ENSMUSG00000111533,2.495600553,-0.2880282591,-0.5199973268,-0.1140514584,-0.5199973268,-0.5199973268,-0.5199973268,1.0264631252,-0.5199973268,-0.5199973268
ENSMUSG00000106837,2.492574146,-0.2782196212,-0.2440122907,-0.415048943,-0.791329578,-0.1527927423,-0.791329578,0.2576952232,-0.791329578,0.7137929621
ENSMUSG00000102682,2.4761946939,-0.518273308,-0.518273308,-0.518273308,-0.518273308,0.9789606929,-0.518273308,-0.518273308,0.1727577693,-0.518273308
ENSMUSG00000097466,2.4649928977,0.2869277591,-0.6976770296,0.4211920485,-0.3396389246,-0.8766960821,-0.3098024158,-0.5385489827,-0.8468595733,0.4361103028
ENSMUSG00000104330,2.4584353909,-0.2023900636,-0.9128875928,-0.1213298644,-0.2839385773,-0.5743229054,-1.0945405693,0.4413711569,0.4778319694,-0.1882289445
ENSMUSG00000085250,2.4542939531,-0.7526501456,-0.7526501456,0.6708403471,-0.3599631131,-0.5563066293,-0.2127054759,0.5235827099,-0.7526501456,-0.261791355
ENSMUSG00000075416,2.4309851439,0.5689448097,0.3106270754,0.3321535533,-0.3889834548,-0.641560795,-1.008946017,-0.674568061,-0.2490613488,-0.6795909058
ENSMUSG00000097820,2.4083150281,0.3825059773,-0.8465729528,-0.127250261,-0.1215863028,-0.9145404512,-1.0051637825,0.5354328488,-0.4047842129,0.093644109
ENSMUSG00000100147,2.3859981113,-0.4803486318,0.0908546246,0.4167984846,-0.7801101162,-0.8449426654,-0.7865221266,-0.7316638157,0.0897859562,0.6401501789
ENSMUSG00000086003,2.3631582153,0.3134159521,-0.7758424542,-0.5725142184,0.031661111,-0.6577184314,0.5661239023,-0.8552372891,-0.8455549922,0.4325082045
ENSMUSG00000111082,2.3504788424,0.5681049606,-0.5827443624,-0.1066966619,-0.8295839108,-0.6885327403,-1.2302974633,0.309511148,0.167391408,0.0423687796
ENSMUSG00000087406,2.3467899543,-0.0330588255,-0.0562580012,0.1351351988,-0.9088277103,-1.0441562356,0.6687162412,-0.932026886,-0.4216450194,0.2453312836
ENSMUSG00000102158,2.3027978328,0.0080297534,-1.1587030897,-0.2938115791,-0.6188714757,-0.5182576982,-0.7117457319,-0.3344440662,0.4172569446,0.90774911
ENSMUSG00000074149,2.286304387,0.9755234813,-0.4612940493,0.5217916295,-0.6881599752,-0.7889892761,-0.2344281234,-0.385672074,-0.9906478764,-0.2344281234
ENSMUSG00000086845,2.278836007,-0.3489333016,-1.1428027181,-0.1458504277,-0.8474094468,-0.2484175358,0.2603153203,-0.6586859679,-0.1704665336,1.0234146043
ENSMUSG00000086484,2.2740724309,-0.7497397268,-0.7497397268,0.1201240447,-0.7497397268,-0.3355188837,0.8035884366,0.7000332261,-0.5633403472,-0.7497397268
ENSMUSG00000052629,2.267301042,-0.4706573021,0.6154749334,0.6833581981,-0.6743070962,-0.6743070962,0.4118251392,-0.9458401551,-0.8100736257,-0.4027740374
ENSMUSG00000068463,2.2588366825,-0.1653490873,0.6333710795,-0.9220313505,0.1289162373,-1.216296675,0.3811436584,-0.9360439844,-0.2914627978,0.1289162373
ENSMUSG00000102723,2.2550047104,-0.5674262179,-0.5674262179,-0.3028233184,-0.5674262179,-0.5674262179,-0.5674262179,0.0793808704,1.3729950453,-0.5674262179
ENSMUSG00000073590,2.2518730197,0.9806724441,0.0902720409,-0.2087680945,-0.9110084125,-0.973728441,0.1574720713,-1.0230084632,-0.1852480839,-0.1785280808
ENSMUSG00000104161,2.2490552651,-0.1606468047,-0.7683108049,1.1384969199,-0.5168636324,-0.852126529,-0.7683108049,-0.628617931,0.1117542989,0.195570023
ENSMUSG00000097448,2.2390766958,0.710417202,1.0379870935,-0.6612817185,-0.6817548367,-0.4633749088,-0.6817548367,-0.299589963,-0.6817548367,-0.517969891
ENSMUSG00000097195,2.2338960594,-0.6573464349,0.4697234664,0.4464724273,-0.0820043159,-0.6250129586,-1.5819385372,-0.095244491,-0.4026748971,0.2941296815
ENSMUSG00000109697,2.2052108228,0.7708849564,0.1293501144,0.4892355136,-0.9033645092,-0.7990499006,-0.9033645092,-0.6530094489,0.3484107922,-0.6843038315
ENSMUSG00000097986,2.1917088895,-0.6315093411,-0.6315093411,-0.6315093411,-0.6315093411,-0.6315093411,1.3001662904,-0.0371476083,0.3343284747,-0.6315093411
ENSMUSG00000104299,2.1740520567,-0.1113395937,-0.6387376669,-0.6387376669,-0.6387376669,-0.1699393773,-0.6387376669,-0.1699393773,-0.6387376669,1.4708546258
ENSMUSG00000097825,2.1721023646,1.4517406754,-0.5059481513,-0.4550990909,-0.6076462722,-0.6076462722,-0.6076462722,-0.4381494038,-0.6076462722,0.2059386948
ENSMUSG00000086096,2.1648733872,-0.609527178,1.1222154799,0.0718994699,-0.7313343587,-0.9446052942,-0.7304674036,-0.6429049463,-0.209427435,0.5092782788
ENSMUSG00000086714,2.1605834585,0.8515452667,-0.2094293496,0.099812067,-0.4608451355,-1.0005510225,-0.91339355,0.6453843223,-1.0340731273,-0.1390329296
ENSMUSG00000097617,2.1520013462,-0.0519370734,-0.3093643068,-0.3500107121,-0.7293771614,-1.1087436107,0.3138805741,-0.5848566094,-0.5938891438,1.2622966973
ENSMUSG00000104168,2.150941819,0.5474828305,-0.6598127175,-0.2874692307,-1.2014032437,-1.0033215235,-0.7387946692,0.4133388808,0.1826614344,0.5963764197
ENSMUSG00000097189,2.116228217,-0.7160470591,-0.7160470591,-0.5365366543,-0.7160470591,1.3582953959,-0.7160470591,0.4009065703,-0.4168630511,-0.0578422415
ENSMUSG00000085622,2.0890977824,0.2013303922,-0.6736497932,1.2292197361,-1.0134479234,-1.0653615267,-0.5872844351,-0.312142338,0.1588556259,-0.0266175202
ENSMUSG00000074284,2.0876668503,-0.7421326561,0.3692927768,-0.0800068663,1.3151867622,-0.2691856634,-0.4465407856,-0.418952211,-0.6593669323,-1.1559612747
ENSMUSG00000104894,2.0802266824,0.2824999198,-0.6591664796,-0.6591664796,-0.6591664796,-0.6591664796,0.1968938835,-0.6591664796,-0.6591664796,1.3953783919
ENSMUSG00000098160,2.074204532,1.6878158814,-0.5251373032,-0.3670692186,-0.5251373032,-0.5251373032,-0.5251373032,-0.2441273757,-0.5251373032,-0.5251373032
ENSMUSG00000097766,2.0483112097,1.5642906435,-0.8451743735,0.1122289445,-0.3983861584,-0.2707323827,-0.6536937099,-0.3132836415,-0.3983861584,-0.8451743735
ENSMUSG00000107559,2.0461036374,-0.6352178217,-0.6352178217,-0.539456341,-0.6352178217,-0.124489926,1.6630577146,-0.252171899,-0.6352178217,-0.252171899
ENSMUSG00000103730,2.0200211534,0.9120026624,-0.5733686087,0.8753965288,-0.5529711612,-0.9589774984,0.4355765656,-0.8441204425,-0.6906539322,-0.6229052671
ENSMUSG00000078247,1.9945064632,0.6845113043,-0.8216872514,-0.1448687475,-1.0663404974,-0.9283878734,-0.7246026299,-0.1446838244,0.0060284927,1.1455245639
ENSMUSG00000106054,1.9848224731,-0.1095914248,-0.8402009238,1.2785666231,-0.8402009238,-0.8402009238,-0.8402009238,-0.4505425253,0.6210180741,0.0365304749
ENSMUSG00000085315,1.9811821797,1.4432231365,-0.5011513192,-0.7482521237,-0.6586780821,-0.9171043402,0.3698790168,-0.1891865535,-0.8532699657,0.0733580513
ENSMUSG00000086222,1.9522316017,0.4770080743,-0.7112069846,-0.7112069846,-0.7112069846,1.2634112777,-0.7112069846,0.5745909537,-0.7112069846,-0.7112069846
ENSMUSG00000085382,1.9459201832,0.3543276268,-0.1702879349,-0.7316886705,-0.795015046,-0.9406036249,0.3811792517,-0.7723541371,-0.6356126253,1.364134977
ENSMUSG00000097580,1.9317477913,-0.0647206813,-0.7228971007,1.3503586204,-0.9203500265,-0.7009578862,0.5934557381,-0.6132010312,-0.9203500265,0.0669146026
ENSMUSG00000085399,1.913536491,1.066672322,-0.4652137995,0.8932699474,-0.2095691557,-0.7182161215,-1.0319918471,-1.0273677838,-0.6673514249,0.2462313721
ENSMUSG00000103563,1.8973665961,-0.474341649,-0.474341649,-0.474341649,-0.474341649,-0.474341649,-0.474341649,1.8973665961,-0.474341649,-0.474341649
ENSMUSG00000078314,1.889713003,1.889713003,-0.508399945,-0.508399945,-0.508399945,-0.2206263912,-0.508399945,-0.508399945,-0.508399945,-0.508399945
ENSMUSG00000110148,1.8681362913,1.2334305915,-0.6770547925,0.0139040881,-0.8872081847,-0.9339089386,0.5583924225,-0.8532440001,-0.7853156309,0.4628681533
ENSMUSG00000087022,1.8605741849,1.035426835,-0.082514735,-0.4817795814,-1.75942709,-0.0026617657,0.3167501115,-0.8011914586,0.3966030807,-0.4817795814
ENSMUSG00000087400,1.8581542686,0.5956509748,0.2931216586,0.0514911008,-0.9628333816,-1.3408858893,-0.0434585764,-0.8632999269,-0.6734005726,1.085460344
ENSMUSG00000087497,1.8535195916,-0.4398626339,-0.6926550194,-0.4858778377,0.7017803974,0.8112849331,-1.4044345012,0.4555893491,-1.1085392665,0.3091949876
ENSMUSG00000108286,1.8430940145,0.1658784613,-0.1105856409,-0.0552928204,-0.7372376058,-0.9584088875,0.2948950423,-0.9584088875,-0.9584088875,1.4744752116
ENSMUSG00000097093,1.8425890094,0.3413332169,-0.8735219396,0.1652672522,-1.1622701218,-0.7162363444,1.4716767104,-0.0823988714,-0.7890102766,-0.1974286351
ENSMUSG00000097113,1.8263292673,0.4608976623,-0.7253532923,-0.2342482114,-0.8097839652,-0.9692641252,1.3319407714,-0.4908236453,-0.9645735323,0.5748790708
ENSMUSG00000107106,-0.4190463318,2.7988862501,-0.4190463318,0.0100113458,-0.4190463318,-0.4190463318,-0.4190463318,0.0386151915,-0.4190463318,1.452339522
ENSMUSG00000103378,-0.4606024291,2.7745812991,-0.4606024291,-0.4057688066,-0.4606024291,-0.1681564431,0.197401041,-0.095044945,-0.4606024291,-0.8661909076
ENSMUSG00000045813,-0.26359191,2.7488870596,-0.255033731,-0.5374536343,-0.5374536343,-0.5032209186,-0.5374536343,-0.3491736986,-0.0239629009,0.0767364369
ENSMUSG00000103131,-0.167406354,2.7417377905,-0.4299492025,-0.112357047,-0.3537270852,-0.6416773062,-0.5315786923,0.1600664463,-0.6416773062,0.3758557328
ENSMUSG00000111389,-0.4391612495,2.7409719362,-0.4391612495,-0.4391612495,-0.4391612495,-0.0353348112,-0.4391612495,0.3684916211,-0.4391612495,-0.5049656945
ENSMUSG00000069554,-0.4444783185,2.7303668136,-0.4444783185,-0.4444783185,-0.4444783185,-0.3235318385,-0.4444783185,-0.2025853548,-0.4444783185,0.2516328174
ENSMUSG00000109574,-0.4568321926,2.7246777199,-0.4568321926,0.2773624025,-0.4568321926,-0.4568321926,-0.4568321926,0.1957852261,-0.4568321926,0.7828065584
ENSMUSG00000109312,-0.414039336,2.69125568,-0.414039336,-0.414039336,-0.414039336,0.6210590078,-0.414039336,-0.414039336,-0.414039336,0.8139871599
ENSMUSG00000101674,-0.5317201199,2.6664974328,0.4158998957,-0.4922359526,-0.5317201199,-0.5317201199,-0.5317201199,0.2053176705,-0.5317201199,-0.5829533491
ENSMUSG00000097543,-0.4240624223,2.6467344287,-0.4240624223,-0.4240624223,-0.4240624223,-0.4240624223,-0.4240624223,0.7457649495,-0.4240624223,-0.5619074685
ENSMUSG00000109005,-0.7658115388,2.6377953003,-0.6847732807,0.2066475581,-0.7658115388,-0.4146457541,-0.3201011194,0.2606730637,-0.0364672161,-0.4593889178
ENSMUSG00000104626,-0.7037413949,2.6368032009,-0.1024433676,-0.3696869353,-0.1692542596,-0.6146602052,0.2984219838,-0.5701196111,-0.7037413949,1.0813750097
ENSMUSG00000110986,0.6340663113,2.6345963816,-0.5187815269,-0.5187815269,-0.5187815269,-0.4509669489,0.0915496812,-0.5187815269,-0.3153377909,0.1739287931
ENSMUSG00000097434,-0.427770443,2.627732721,-0.427770443,-0.427770443,-0.427770443,-0.427770443,-0.427770443,-0.427770443,-0.427770443,1.0097285193
ENSMUSG00000097312,-0.4854475444,2.6110714413,-0.5044263292,-0.4824704801,-0.4973558015,-0.0656814807,-0.3321287339,0.7664079859,-0.5092640586,0.8498847216
ENSMUSG00000085072,-0.7628229295,2.6077900149,0.0481516135,-0.5093933848,0.0481516135,-0.7628229295,-0.7628229295,-0.2559638401,-0.0025342954,1.6520099452
ENSMUSG00000110640,-0.4357609893,2.581045869,-0.4357609893,-0.4357609893,-0.4357609893,0.9050420454,-0.4357609893,-0.4357609893,-0.4357609893,-0.860647708
ENSMUSG00000109721,-0.4357609893,2.581045869,-0.4357609893,-0.4357609893,-0.4357609893,0.9050420454,-0.4357609893,-0.4357609893,-0.4357609893,0.6362462873
ENSMUSG00000102798,-0.0367435363,2.5508294273,0.1909628847,0.6722514559,-0.7405633821,-0.5128569611,-0.7405633821,-0.4921563776,-0.4921563776,-0.4700682456
ENSMUSG00000089633,-0.6313261677,2.5505577175,-0.0252530467,0.4509472626,-0.6313261677,-0.28499867,-0.6313261677,0.4653775753,-0.6313261677,1.3105629818
ENSMUSG00000086631,-0.5291116143,2.4739543029,-0.5291116143,-0.5291116143,0.3289072192,0.9009197777,-0.5291116143,-0.5291116143,-0.5291116143,-0.5481333154
ENSMUSG00000102553,-0.4036961223,2.4677825739,-0.6232797877,-0.2685677134,0.0354712074,-0.3361319183,-0.7752992481,0.9475879699,-0.7752992481,-0.6379006939
ENSMUSG00000108830,-0.3395729796,2.4412921657,-0.1159858328,0.0517045278,-0.6190569144,-0.9544376355,-0.9544376355,-0.1159858328,0.8063111503,0.5981670278
ENSMUSG00000104454,0.0846096871,2.4292154883,-0.6901296205,-0.5983841761,-0.6901296205,-0.4862508548,-0.0173296951,0.9816762552,-0.6901296205,1.0959527007
ENSMUSG00000105366,-1.1046880146,2.4193580487,-0.4212682748,-0.6560307809,-0.7499357833,-0.4369191086,-0.0926007663,0.2725853544,0.6899409206,-0.7272192498
ENSMUSG00000053117,-0.3346308476,2.3945864209,-0.4202838861,0.5666727153,-0.6772430012,-0.794042599,0.7009922528,-0.6071632426,-0.8407624382,0.5870408069
ENSMUSG00000086765,1.141609846,2.3675108381,-0.582679271,-0.371951406,-0.7482511648,-0.7582858251,-0.6178005818,-0.1327920038,-0.2816394639,0.6656968794
ENSMUSG00000109634,1.1751903571,2.3585014768,-0.6809839483,-0.0893283884,-0.1705360143,-0.6809839483,-0.6809839483,-0.3561534449,-0.6809839483,0.5649593788
ENSMUSG00000103325,-0.4629100502,2.3145502452,-0.4629100502,-0.4629100502,-0.4629100502,1.388730156,-0.4629100502,-0.4629100502,-0.4629100502,-0.0196053075
ENSMUSG00000107456,0.8627438411,2.3136043573,-0.7953824609,-0.7176577904,-0.7953824609,-0.588116672,-0.7953824609,0.2409464775,-0.0181357563,0.2792686495
ENSMUSG00000110594,-0.5757390683,2.2938752152,-0.5757390683,-0.1580104067,0.0054486347,-0.5757390683,-0.5757390683,-0.5757390683,-0.5757390683,1.7336573617
ENSMUSG00000044081,-0.3494684127,2.2636166343,-0.5524264748,-0.4192352467,-0.4763172016,-0.5777962323,0.1325569841,-0.0196615623,-1.1613006606,1.7436048899
ENSMUSG00000105019,-0.6186823847,2.2375210661,0.159400213,0.3485848845,-0.8709286134,-1.0455606178,-0.5449488717,1.0345005909,-0.3470326,2.0181690373
ENSMUSG00000073739,0.2454099345,2.2329504681,-0.1464994665,0.3013969918,-1.0982794404,-0.9489806213,-1.0982794404,0.4693581636,0.4133711063,-0.7288374445
ENSMUSG00000097307,0.7208555856,2.2253958521,-0.5435130421,1.0880480912,-0.5318329624,-0.5220995627,-0.5391330122,-0.6106735004,-0.6705339089,0.4604481547
ENSMUSG00000087480,-0.5475861357,2.2093579503,0.2890037938,-0.0722509485,-1.0799615454,-0.9278542855,-0.5475861357,-0.0912643559,-0.3574520608,0.0849054617
ENSMUSG00000109370,-0.664038133,2.1417567951,-0.664038133,0.5518063359,-0.664038133,-0.664038133,-0.664038133,1.2064918191,-0.664038133,-0.6728830958
ENSMUSG00000092353,-0.5347300031,2.1032713455,-0.5347300031,1.6041900093,-0.5347300031,-0.5347300031,-0.5347300031,0.0356486669,-0.5347300031,0.4439894501
ENSMUSG00000099794,1.3759591054,2.1029825075,-0.6704771375,-0.4550627961,-0.6704771375,-0.6704771375,-0.6704771375,-0.1319412841,-0.6704771375,-0.7718616182
ENSMUSG00000097718,-0.6940976769,2.1009467173,0.2506213111,-0.7241842687,-0.3089892995,1.1592363887,-0.1104177925,0.2446039926,-1.247690969,1.2174490446
ENSMUSG00000101655,0.8309110939,2.1003817672,-1.3457056402,-0.6290635886,-0.3528160939,-0.8252393458,0.0915820499,-0.6877828629,0.2216986235,-0.5838425484
ENSMUSG00000087079,-0.4918919042,2.0991201027,-0.6978001432,-0.543368964,-0.6978001432,0.9952231552,-0.2859836652,1.0181018482,-0.6978001432,0.8793985706
ENSMUSG00000106121,-0.1642282282,2.0716500631,0.8250984491,0.3502216438,-1.1931279735,-0.8765434362,0.4689408451,-0.1642282282,-1.1931279735,-0.0450934941
ENSMUSG00000075538,-0.7035389058,2.053017041,-0.7035389058,0.6130251285,-0.7035389058,-0.7035389058,-0.1275421408,-0.5389684016,1.3535923978,0.4475567752
ENSMUSG00000073154,-0.6044375682,2.0520077939,-0.6044375682,-0.6044375682,-0.6044375682,1.5515180895,-0.6044375682,-0.2964439015,-0.6044375682,0.6150639865
ENSMUSG00000105454,-0.4733191395,2.0324880638,-0.4733191395,-0.4733191395,-0.4733191395,1.7540650523,-0.4733191395,-0.4733191395,-0.4733191395,0.2292378965
ENSMUSG00000090249,-0.4733191395,2.0324880638,-0.4733191395,-0.4733191395,-0.4733191395,1.7540650523,-0.4733191395,-0.4733191395,-0.4733191395,-0.2311711251
ENSMUSG00000105686,-0.4733191395,2.0324880638,-0.4733191395,-0.4733191395,-0.4733191395,1.7540650523,-0.4733191395,-0.4733191395,-0.4733191395,0.5499024052
ENSMUSG00000086716,0.3238706555,2.0069660492,-0.8841942077,0.4316251848,-0.2831971149,-0.362115925,-1.5944634992,0.9552211369,-0.4653174461,1.201877555
ENSMUSG00000087612,1.6870261351,1.9960100563,-0.2803018694,0.1108170182,-0.5188843909,-0.6649021089,-0.6244864905,-0.6362200571,-0.5071508242,0.6880465253
ENSMUSG00000103346,1.13528256,1.9832222688,-0.8684641982,-0.1353224807,-1.0250069137,-0.464931865,-1.108496362,0.6969629566,-0.1327134355,0.8133162568
ENSMUSG00000097325,1.1400411705,1.9746178861,-0.4869145612,0.6594562642,-0.8385620537,-1.1011255146,0.2726440225,-0.7729211885,-0.7260348561,-0.4836505488
ENSMUSG00000107756,-0.5449765039,1.9642495777,-1.2249285664,0.8834302544,-0.0375495915,-1.1843344135,-0.4028969684,0.7134422389,0.4039118222,-0.1937381931
ENSMUSG00000109708,-0.210081669,1.9188709562,-0.8665868833,0.5120740676,-0.9228587588,-0.6602566733,-0.9228587588,-0.0975379179,-0.1913243767,-0.7819636861
ENSMUSG00000103625,-0.474341649,1.8973665961,-0.474341649,-0.474341649,-0.474341649,-0.474341649,-0.474341649,1.8973665961,-0.474341649,0.1220923659
ENSMUSG00000090260,1.3049820078,1.8644867607,-0.7901847268,-0.8814514595,-0.8378021525,-0.8325113275,0.804999037,-0.1552857163,0.1066101255,1.643470398
ENSMUSG00000108704,-0.4742565058,1.8568347937,-0.4742565058,-0.4742565058,-0.4742565058,-0.4742565058,-0.4742565058,-0.4742565058,1.9372172523,-0.0157209677
ENSMUSG00000104238,-0.5552858819,1.8106208915,-0.6849246093,-0.4580568365,-0.6849246093,-0.5120729733,1.0651982095,-0.6849246093,1.3892950278,-0.1212011691
