Gene,d0_Old,d0_Y,d1_Old,d1_Y,d3_Old,d3_Y,d5_Old,d5_Y,d7_Old,d7_Y
ENSMUSG00000103822,-0.3003952601,1.7921785089,0.874803762,0.2632205973,-1.2117740939,-0.6601500628,-1.2117740939,-0.7560846773,0.2991960776,0.433158177
ENSMUSG00000102191,-1.0598980568,1.7904254027,-0.3944216935,-0.55718278,-0.6750442563,-0.9187849966,1.5226312999,-0.4174060177,0.6382693376,-0.0805325303
ENSMUSG00000085866,-0.4735225469,1.7694789888,-0.4735225469,-0.4735225469,-0.4735225469,2.0187013867,-0.4735225469,-0.4735225469,-0.4735225469,0.4582316014
ENSMUSG00000087151,0.4596879973,1.7377924749,-0.0343691961,0.9322644427,-1.0654450774,-0.4210226516,-1.0654450774,-0.5069456415,-1.0654450774,-0.2205531456
ENSMUSG00000105980,-0.6155602366,1.7347606685,-0.6155602366,-0.6155602366,-0.6155602366,1.1751604485,-0.6155602366,-0.6155602366,-0.6155602366,0.0149298602
ENSMUSG00000103525,-1.0299791415,1.7112569296,-0.6591060259,1.3121652075,0.066515287,-1.0461040594,-1.0461040594,0.1471398775,0.7679492228,-1.3104416218
ENSMUSG00000106992,-0.9215729417,1.6809272609,-0.3613935259,1.7626200924,-0.5948016158,-0.8437702449,-0.9215729417,0.3855123618,-0.0346222,1.7820254921
ENSMUSG00000103957,1.1390455764,1.6363753352,-0.950541555,0.3970616622,-0.8181876676,-0.5534798928,-1.4799571046,0.6417158178,-0.4451903485,0.8317278195
ENSMUSG00000087586,1.3733111144,1.6290853898,-0.6728830958,-0.259709265,-0.6728830958,-0.6728830958,-0.6728830958,1.2946113355,-0.6728830958,0.0129528169
ENSMUSG00000097347,1.0475590011,1.625053244,-0.9590876609,-0.1745121492,-1.1807521178,-1.1963075182,-0.4807590961,-0.2279838383,0.7150623158,-0.1845219134
ENSMUSG00000100182,-0.4407203613,1.6057423446,-0.879248084,-0.4480291567,-0.879248084,-0.3627598772,1.8688589782,-0.6356215715,0.5532758101,0.6385824492
ENSMUSG00000108004,0.9921890022,1.5891739621,-0.5599718919,0.1205909619,-0.9181628676,-1.2047156481,-1.2047156481,-0.3450573065,1.016068401,-0.8823469136
ENSMUSG00000102380,0.5119972865,1.5829489722,-0.9379065338,1.1257349834,-0.7896209158,-0.7237161969,-0.9379065338,-0.8225732755,1.1628063879,0.5146010351
ENSMUSG00000104262,-0.6954884388,1.5471069344,-0.7522630047,1.8877543328,-0.5819393055,-0.3548410404,-0.7522630047,0.6103265889,-0.1561300575,0.0322956341
ENSMUSG00000103715,0.862484153,1.5080663507,1.0264415366,-0.6336269718,0.2476439647,0.3706120024,-0.572142953,-0.2715544166,-1.8633073484,-0.4443868209
ENSMUSG00000098183,0.6790870984,1.5027323416,1.1161233499,-0.8505397817,-1.4052396393,-0.8897609835,-0.7664943487,-0.5087550212,0.3765235397,2.0159603126
ENSMUSG00000100876,0.7481844924,1.4993666602,-0.2251783165,1.7691574387,-0.8176600262,-1.0010472222,-0.2992385302,-0.7682865505,-0.8070799957,-0.7169641682
ENSMUSG00000090397,1.0793843028,1.4937938921,-0.649794236,0.7792645161,-1.016219557,-1.1627896854,-1.2858039003,0.5384707337,0.4442470797,-0.4915462642
ENSMUSG00000100658,0.3509925201,1.4768175942,-0.7086075444,-0.3112575192,-0.7086075444,-0.7086075444,2.072842632,-0.4437075303,-0.7086075444,-0.2714792525
ENSMUSG00000108801,1.4800415671,1.4700351261,-0.0529451911,0.172533279,-1.1483169304,-1.3288775987,-0.8601314301,-0.6030770796,0.5914696081,-1.3969200042
ENSMUSG00000097746,1.2244087416,1.4591796879,-0.5128962605,1.4732659446,-0.7288855311,-1.1420823965,-0.606804639,-0.8165333511,-0.1184810709,0.0764020926
ENSMUSG00000109359,-0.7557255972,1.4561541973,-0.7557255972,0.9031842487,-0.7557255972,1.4561541973,-0.7557255972,0.7188609398,-0.7557255972,0.2927629255
ENSMUSG00000109429,0.2282802246,1.4519314911,-0.6952301654,-0.0805185621,-1.4224945975,-1.2147047597,-0.4701245079,0.3206312634,1.55582641,-0.6746163177
ENSMUSG00000102691,-0.006380852,1.4417951158,-1.3047455127,-0.1894835605,-1.1882256073,-1.1937741741,-0.1645150094,0.8037099193,1.0589439979,0.5960339968
ENSMUSG00000106107,-0.5698412947,1.4413632748,-0.5698412947,0.4357609901,2.1117647979,-0.5698412947,-0.5698412947,-0.5698412947,-0.5698412947,-0.3100510701
ENSMUSG00000090387,1.7210308799,1.4406135992,-0.7085623858,0.1213072049,-1.1390184329,-1.2700867806,-0.4126238535,-0.3926186846,0.2641027206,1.0798367905
ENSMUSG00000092190,-0.3555027151,1.4302340787,-1.0497154676,-0.166801493,-0.774454052,-1.4288491156,0.7628549861,-0.410901239,1.3964756032,-0.4258793357
ENSMUSG00000087611,0.53302411,1.3829486579,-0.5840195826,-0.183340867,-0.5840195826,-0.8754222849,-1.8224810674,0.9701281635,1.01869528,-0.0982179501
ENSMUSG00000085992,-0.1106383636,1.3494252827,-1.017510193,1.2406006631,-0.3645624756,-1.017510193,-1.017510193,-0.4008373484,-0.1469132364,-0.4016959372
ENSMUSG00000111658,-0.5212876628,1.3341430001,-0.5212876628,0.0088353838,-0.5212876628,-0.5212876628,-0.5212876628,2.3060352556,-0.5212876628,-0.6165135402
ENSMUSG00000104935,0.2007448855,1.3159942228,-0.6914545923,-0.6914545923,-0.6914545923,1.9851438279,-0.6914545923,0.6468446178,-0.6914545923,1.0056616576
ENSMUSG00000108760,-0.316227766,-0.316227766,2.8460498942,-0.316227766,-0.316227766,-0.316227766,-0.316227766,-0.316227766,-0.316227766,0.6004302377
ENSMUSG00000107859,-0.316227766,-0.316227766,2.8460498942,-0.316227766,-0.316227766,-0.316227766,-0.316227766,-0.316227766,-0.316227766,0.4781669048
ENSMUSG00000102198,-0.3406550238,-0.1135516746,2.8387918654,-0.3406550238,-0.3406550238,-0.3406550238,-0.3406550238,-0.3406550238,-0.3406550238,-0.0865015812
ENSMUSG00000105945,-0.3522878915,-0.0113641255,2.8296672576,-0.3522878915,-0.3522878915,-0.3522878915,-0.3522878915,-0.3522878915,-0.3522878915,2.8259489717
ENSMUSG00000093535,-0.3977475644,0.2651650429,2.7842329509,-0.2651650429,-0.3977475644,-0.3977475644,-0.3977475644,-0.3977475644,-0.3977475644,-0.316227766
ENSMUSG00000104371,-0.5458138847,-0.0496194441,2.762149053,-0.215017591,-0.5458138847,-0.1047521575,-0.5458138847,-0.3252830244,0.1157787028,1.0803165331
ENSMUSG00000102660,-0.5458138847,-0.0496194441,2.762149053,-0.215017591,-0.5458138847,-0.1047521575,-0.5458138847,-0.3252830244,0.1157787028,-0.3803194146
ENSMUSG00000087263,-0.2661676311,-0.0145897554,2.600117524,-0.0101864087,-0.9014237839,-0.9613092992,0.1923675402,-0.614912691,0.0778805256,1.4979929094
ENSMUSG00000075585,0.0738685944,-0.3371813256,2.5883245908,0.2484358199,0.3077714778,-0.8755019323,-0.8015473441,-0.2666664858,-0.6983548956,1.2620119893
ENSMUSG00000105651,-0.5981872837,-0.3977365185,2.545724719,-0.5981872837,0.836618194,-0.0495851893,-0.5981872837,-0.4715868004,-0.5981872837,1.3131209664
ENSMUSG00000101581,-0.5152999979,-0.5152999979,2.5251674225,-0.4560701131,-0.5152999979,-0.1994072789,-0.5152999979,-0.5152999979,0.9851904174,0.455576806
ENSMUSG00000102573,-0.7952758785,0.9948985999,2.4109631465,-0.2764906215,-0.675443791,-0.8624987568,0.1049261449,-0.3130247945,-0.3510203345,-0.030257342
ENSMUSG00000075511,-1.1174652073,-0.3137646842,2.4059578859,0.7278311937,-0.8859994566,-0.5430872335,-0.0501509126,0.2627564911,-0.063010121,-0.4629100502
ENSMUSG00000107567,-0.4851835904,0.2561710635,2.3921532834,0.806681945,-0.8668711345,-0.4851835904,-0.8668711345,-0.3383806884,-0.646666782,-0.316227766
ENSMUSG00000085843,-0.7197959385,-0.8137482503,2.3594153179,0.0863755126,-0.5864442698,0.2379114997,-0.8410247279,-0.6591815435,0.104559831,-0.3751574035
ENSMUSG00000110273,-0.7120850931,-0.4178350546,2.3481153068,-0.7120850931,-0.7120850931,-0.38252505,1.0298751346,0.2765950361,-0.7120850931,-0.5869533865
ENSMUSG00000073374,-0.9794815838,-0.9063859432,2.3463700626,-0.3581686388,-0.9794815838,0.5798920817,0.2631443061,0.384970374,-0.1023338968,1.1469221139
ENSMUSG00000086796,-0.7763558462,-0.6469632051,2.3290675385,-0.129392641,0.7763558462,0.6038323265,-0.7763558462,-0.6038323265,-0.7763558462,-0.4028741782
ENSMUSG00000086119,-0.9077790945,0.2684324327,2.2598400682,-0.3429646484,-0.9543617294,-0.5351180167,1.037045906,-0.7680311902,0.0588105763,-0.316227766
ENSMUSG00000107350,-0.831303808,-0.7185591686,2.2353503842,-0.7411080965,1.0628061343,0.1458164004,-0.831303808,-0.3051621572,0.3863382977,0.4985735947
ENSMUSG00000089796,-0.4046692748,-0.1307309587,2.2045253786,-0.0005424521,-0.220235557,-1.0990079766,-0.7409895834,0.1486318783,1.1467437624,-0.4016738565
ENSMUSG00000040467,-0.6673062206,1.1526198355,2.1636898667,-0.6673062206,-0.6673062206,0.1415498044,-0.6673062206,0.5459778168,-0.6673062206,-0.6994613962
ENSMUSG00000103907,-0.5558486245,-0.3619479413,2.1587609395,1.5770588901,-0.5558486245,-0.2973143829,-0.5558486245,-0.2973143829,-0.5558486245,-0.5291116143
ENSMUSG00000097497,-0.8524220756,-0.4528492277,2.0927440846,0.9748380268,-0.2777555078,-0.4513527002,-0.9422137269,-0.3974777095,-0.6728387732,-0.5504355727
ENSMUSG00000108957,-1.0223515053,0.370030209,2.0866651988,0.713357207,0.0839243774,-0.5645821747,-1.0604989492,0.6561360406,-1.0032777829,-0.4297093051
ENSMUSG00000108883,-0.5995593095,-0.5995593095,2.0720064374,1.4900812252,-0.5995593095,-0.5995593095,-0.5995593095,0.423218336,-0.5995593095,1.0886674975
