,d0_Old,d0_Y,d1_Old,d1_Y,d3_Old,d3_Y,d5_Old,d5_Y,d7_Old,d7_Y
ENSMUSG00000056418,-1.62573567112086,-0.436463051450702,0.0808705381575508,0.526847770578458,-1.00731390894946,0.0392459963460053,0.170065984641732,-0.353213968184393,2.11452671799689,0.491169591984786
ENSMUSG00000108037,-1.01883120140096,-0.336187111520683,-0.40263919106655,0.144080190651721,-0.898009238590288,-0.825516060903887,-0.42076248548815,0.672676277948393,2.17086861680067,0.914320203569728
ENSMUSG00000097641,-0.636421610624186,-0.638987826692995,8.54721683915365e-17,0.100082430686855,-0.73907025737985,-0.73907025737985,-0.708275663322357,-0.0102648645831825,2.35578644539827,1.01622160389729
ENSMUSG00000108388,-0.786018470450466,-0.712591478102808,-0.156644250327684,0.231469852081365,-0.61818534508439,-0.786018470450466,-0.786018470450466,0.444757782094224,2.2769360674804,0.892312783210285
ENSMUSG00000103138,-1.03991146007405,-0.486652780486441,0.0451201253431136,0.480207048294568,-0.953968364397262,-0.803567946801741,-0.921739703437895,0.657464683571086,1.65655317331146,1.36649522467716
ENSMUSG00000108120,-0.846474809974394,-0.718189700591164,-0.407822500670683,0.914341770990566,-0.0850406127533824,-0.846474809974394,-0.904410020543452,-0.25056978612707,1.9013094667377,1.24333100290628
ENSMUSG00000097090,-0.5678419450116,-0.878007713486218,-0.57380667144542,0.678785854604927,-0.734854281937607,-0.508194682104934,-0.538018313558267,-0.078734387459101,2.27136778058322,0.929304359814996
ENSMUSG00000105553,-0.634126715570676,-0.634126715570676,-0.634126715570676,0.188785816085926,-0.246873759496981,-0.634126715570676,-0.634126715570676,-0.246873759496981,2.36708369400046,1.10851158676095
ENSMUSG00000104761,-1.02656361531853,-0.983323026218015,0.453225433898945,-0.358736739210641,-0.757511060915349,-0.302684123645919,-0.219405952108996,-0.0464435957069543,2.20206703751959,1.03937564170586
ENSMUSG00000085564,-0.777619641119249,-0.523125940394601,0.555442600771763,-0.462532202126828,-0.777619641119249,-0.486769697433937,-0.777619641119249,-0.0666531119491257,2.2278297769623,1.08866749752817
ENSMUSG00000107374,-0.732614140324225,-0.7059196979638,0.281774669371898,0.00593209831418065,-0.839391909765922,-0.542786994768738,-0.732614140324225,-0.269910472743537,1.88344121099736,1.65208937720701
ENSMUSG00000097574,-0.455786575205803,-1.13620149130754,-0.811012788627455,0.0783587235216987,-0.591608362722818,-0.9416106611375,0.199814745004623,0.515861596657589,1.9942295140104,1.1479552998068
ENSMUSG00000103135,-1.28388114200206,-0.890747881963989,-0.348861496506105,0.288651898150229,-1.02887578413953,0.1328152904259,-0.497614621925916,0.586158148989852,1.69118136639416,1.35117422257745
ENSMUSG00000105975,-1.04388645447269,-0.741554094387427,-0.439221734302164,-0.313249917599971,-0.439221734302164,0.63573776855914,-1.04388645447269,0.333405408473877,2.08021459974169,0.971662612762396
ENSMUSG00000078190,-0.379320127563555,0.233356461523401,-0.648998956371148,-0.305158449684447,-1.14453380424316,-0.827661180467555,0.0083431887651921,-0.264706625368364,2.24836296026826,1.08031653314138
ENSMUSG00000087502,-0.843841700714184,-0.463544808938624,-0.30122296488808,-0.475139226370806,-0.676882089690767,-0.577943060905232,0.510386255364638,-0.506830634049687,2.3330286757036,1.00198955448914
ENSMUSG00000097635,-0.784170640402302,-0.0376969227062522,-0.127273768811863,-0.27283614373348,-0.933465383762358,-0.918535909560717,0.432581519348203,-0.754311691551137,1.86581105703797,1.52989788414193
ENSMUSG00000106137,-0.510734034398785,-0.510734034398785,-0.510734034398785,-0.364011534784727,-0.510734034398785,-0.287156891850274,-0.510734034398785,-0.510734034398785,2.25603310118058,1.45953953184713
ENSMUSG00000097422,-0.519936474345076,-0.519936474345076,-0.519936474345076,-0.431811648184894,-0.167437169704346,-0.519936474345076,-0.519936474345076,-0.519936474345076,2.21193313662058,1.50693452733912
ENSMUSG00000107009,-0.489707637306056,-0.348173638084652,-0.489707637306056,-0.433094037617494,-0.489707637306056,-0.489707637306056,-0.489707637306056,-0.376480437928933,2.45419954649913,1.15208675366222
ENSMUSG00000105119,-0.552265150923945,0.168080698107288,-0.552265150923945,-0.552265150923945,-0.552265150923945,-0.552265150923945,-0.552265150923945,-0.552265150923945,1.84888767918016,1.84888767918016
ENSMUSG00000100550,0.0741968308126481,-0.00442232761356599,-0.829923493152566,-0.225538711240084,-0.829923493152566,-0.161660645055638,-0.829923493152566,-0.574411227825138,2.32467024658576,1.05693631379372
ENSMUSG00000102869,-0.77912750577197,-0.71090469284325,-0.488871994740935,-0.341148112219727,-0.589482556043191,0.148328226841728,-0.405625692749727,0.292008960747141,2.61652149763659,0.258301869143339
ENSMUSG00000086018,-0.687688083625022,-0.679028842278368,-0.479866291305315,0.0440178101672812,-0.531821739385242,-0.347091257265551,-0.653051118238404,0.622743773559751,2.56818666271706,0.143599085653808
ENSMUSG00000104344,-0.688984475850346,-0.472062826788525,-0.255141177726705,-0.286129984735537,-0.472062826788525,-0.420414815003844,-0.688984475850346,0.416282974234606,2.65780668110345,0.209690927405767
ENSMUSG00000104415,-0.623694831299909,-0.402264713686702,-0.555562487418922,-0.104185709207386,-0.419297799656949,-0.464719362130719,-0.589628659359415,0.284736420560133,2.69775693289819,0.176860209301684
ENSMUSG00000097380,-0.511504937889324,-0.756813573958237,-0.399780212692407,0.0738354706194089,-0.705808808063119,-0.258909906983993,-0.880682291132097,0.362862477455566,2.48563225794573,0.591169524698469
ENSMUSG00000107497,-0.809622912267374,-0.566127299555382,-0.853894841851373,0.291641336134591,-0.32263168684339,-0.248845137610512,-0.853894841851373,0.422612461227707,2.42222794736452,0.518534975252584
ENSMUSG00000085396,-0.578887176388459,-0.511883099125426,-0.249668284859636,0.407303186331455,-0.700272298287937,-0.632184425291131,-0.415680289806905,-0.0834012691546303,2.66357464066663,0.101099015916044
ENSMUSG00000106153,-0.505719134503083,-0.252090997146024,-0.505719134503083,0.416565001340768,-0.505719134503083,-0.45960492771089,-0.505719134503083,-0.336633709444663,2.72227534095039,-0.0676341699772537
ENSMUSG00000105689,-0.801255090892896,-0.544422236269422,0.169002359906895,-0.0973428226655965,-0.801255090892896,-0.566617668213878,-0.496860596524334,0.384615126687877,2.57562133100834,0.178514687855913
ENSMUSG00000102874,-0.733912583589537,-0.608576468740267,-0.0236745994436762,-0.0236745994436762,-0.733912583589537,-0.622502704002044,-0.399682943991485,0.101661515405593,2.60838381239098,0.435891155003645
ENSMUSG00000097028,-0.500314561588321,-0.500314561588321,-0.0605723359861731,0.0364296255437124,-0.707252079518744,-0.707252079518744,-0.39684580262311,-0.276132250410806,2.65548258685063,0.456771458839884
ENSMUSG00000109408,-0.521290246119004,-0.520407451495291,0.350910876962473,0.0278080317592902,-0.750816857500839,-0.231733597994086,-1.10570031042893,0.0790101219474337,2.5437728099808,0.128446622888151
ENSMUSG00000092625,-0.531116430211376,-0.626598035361017,-0.626598035361017,-0.519181229299128,-0.626598035361017,-0.41176442323724,0.196930811113462,0.20886601202571,2.63171174851627,0.304347617175351
ENSMUSG00000089948,-0.34636978386599,-0.325218968335264,-0.34636978386599,-0.34636978386599,-0.34636978386599,-0.326226149986916,-0.34636978386599,-0.108674904528023,2.83833872604614,-0.34636978386599
ENSMUSG00000085383,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,2.84604989415154,-0.316227766016838
ENSMUSG00000086777,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,-0.316227766016838,2.84604989415154,-0.316227766016838
ENSMUSG00000101429,-0.33442608582519,-0.33442608582519,-0.33442608582519,-0.33442608582519,-0.33442608582519,-0.33442608582519,-0.33442608582519,-0.268203099182189,2.84427730482586,-0.235091604867344
ENSMUSG00000107226,-0.332672108400024,-0.18145751367274,-0.332672108400024,-0.332672108400024,-0.332672108400024,-0.332672108400024,-0.332672108400024,-0.332672108400024,2.84283438087293,-0.332672108400024
ENSMUSG00000102097,-0.445564346570315,-0.428016686055106,-0.305183062448644,-0.256926996031819,-0.305183062448644,-0.264238521304982,-0.384147534767084,-0.281786181820191,2.83584816977376,-0.164801778326972
ENSMUSG00000085847,-0.417057399320035,-0.298275228612585,-0.417057399320035,-0.298275228612585,-0.100304944100166,-0.205889096368044,-0.417057399320035,-0.417057399320035,2.82965526668362,-0.258681171710101
ENSMUSG00000106985,-0.372125490048552,-0.0317668100845887,-0.372125490048552,-0.372125490048552,-0.372125490048552,-0.19060086118825,-0.372125490048552,-0.372125490048552,2.8272461016127,-0.372125490048552
ENSMUSG00000110789,-0.352287891506275,-0.0113641255324605,-0.352287891506275,-0.352287891506275,-0.352287891506275,-0.352287891506275,-0.352287891506275,-0.352287891506275,2.82966725758266,-0.352287891506275
ENSMUSG00000101153,-0.401673856538787,-0.338140206124113,-0.401673856538787,-0.401673856538787,-0.147539254880091,-0.345199500332261,-0.401673856538787,0.0218838128923728,2.81736443113803,-0.401673856538787
ENSMUSG00000109501,-0.380319414627832,-0.380319414627832,-0.380319414627832,-0.380319414627832,-0.380319414627832,-0.380319414627832,-0.380319414627832,0.253546276418555,2.7890090406041,-0.380319414627832
ENSMUSG00000105848,-0.185124803589904,-0.599116979923684,-0.17731363029236,-0.27104770798821,-0.622550499347646,-0.388215305108022,-0.200747149716322,-0.0601460331725479,2.79874333655087,-0.294481227412172
ENSMUSG00000058159,-0.449322120383952,-0.352578123162838,-0.449322120383952,-0.352578123162838,0.195637861090138,-0.0193487998311987,-0.449322120383952,-0.449322120383952,2.7754777869865,-0.449322120383952
ENSMUSG00000097879,-0.386461032919927,0.146588667659283,-0.253198607775125,-0.186567395202724,-0.51972345806473,-0.364250628951231,-0.719617095781934,0.0577470511181852,2.74520595798293,-0.51972345806473
ENSMUSG00000104999,-0.442228612281315,0.0152492624439204,-0.442228612281315,-0.0903225548003648,-0.442228612281315,-0.442228612281315,-0.442228612281315,-0.0668621504990934,2.79530711654343,-0.442228612281315
ENSMUSG00000104271,-0.497020461385937,0.35373528332873,0.0402989563285894,-0.317913988814428,-0.497020461385937,-0.497020461385937,-0.497020461385937,-0.317913988814428,2.72689604490122,-0.497020461385937
ENSMUSG00000098609,-0.688218396722862,-0.236720122910385,0.0544329694392864,-0.0721553315823098,-0.806367477507567,-0.418163354205888,-0.274696613216864,-0.0468376713779906,2.73810495109712,-0.249378953012544
ENSMUSG00000108242,-0.382174148310626,-0.382174148310626,0.218998669256651,-0.339233232770106,-0.382174148310626,-0.382174148310626,-0.382174148310626,-0.382174148310626,2.79545360168784,-0.382174148310626
ENSMUSG00000103445,-0.53020196680759,-0.297430371714607,0.245703350169018,-0.53020196680759,-0.53020196680759,-0.0129317544553111,-0.53020196680759,-0.0129317544553111,2.72860036449416,-0.53020196680759
ENSMUSG00000087256,0.236815867491674,-0.378905386963634,-0.520994907003952,-0.236815866923316,-0.520994907003952,-0.331542212669598,-0.520994907003952,0.04736317315732,2.74706405392336,-0.520994907003952
ENSMUSG00000087492,-0.223761811146586,-0.223761811146586,-0.45930055972194,-0.45930055972194,-0.45930055972194,0.482854434579476,-0.45930055972194,-0.45930055972194,2.72047254604534,-0.45930055972194
ENSMUSG00000107668,-0.386500602909469,-0.386500602909469,-0.386500602909469,-0.386500602909469,-0.386500602909469,0.316227766016838,-0.386500602909469,-0.386500602909469,2.77577705725891,-0.386500602909469
ENSMUSG00000105929,-0.681066030967822,-0.575017687041827,0.0259229285388094,-0.64571658299249,-0.256872655263843,-0.233306356849285,-0.327571551214506,0.308718512341462,2.71248097466401,-0.327571551214506
ENSMUSG00000104012,-0.472040774454406,-0.330529621193571,-0.512472532009093,-0.360853439662825,-0.633767805886109,-0.108154952823361,-0.451824895070586,0.498321416561715,2.70185222573181,-0.330529621193571
ENSMUSG00000106099,-0.735553901964705,0.526782827479674,-0.735553901964705,-0.128661243577985,-0.735553901964705,-0.44424542593908,-0.152936949913454,-0.0558341245715782,2.61449357232999,-0.152936949913454
ENSMUSG00000110411,-0.662977799780158,0.780096906183836,-0.662977799780158,-0.161038771618769,-0.662977799780158,-0.662977799780158,-0.662977799780158,0.00627423860492589,2.47414112622852,0.215415499502273
ENSMUSG00000098959,-0.424612032739781,0.752883520236083,-0.424612032739781,-0.424612032739781,-0.424612032739781,-0.424612032739781,-0.424612032739781,-0.424612032739781,2.64401274168217,-0.424612032739781
ENSMUSG00000103209,-0.471910358546056,0.529111614127397,-0.471910358546056,-0.471910358546056,0.100102197267345,-0.471910358546056,-0.471910358546056,-0.471910358546056,2.67415869842765,-0.471910358546056
ENSMUSG00000104037,-0.452543214610655,0.29575658931194,-0.452543214610655,-0.452543214610655,-0.452543214610655,-0.310009920050732,-0.452543214610655,-0.452543214610655,2.75445594505761,-0.0249433266548865
ENSMUSG00000111065,-0.511004579783501,-0.276701169859564,-0.511004579783501,-0.410588832673242,0.292321397098568,-0.511004579783501,-0.511004579783501,0.247692176606967,2.70229932774477,-0.511004579783501
ENSMUSG00000097374,-0.577286771781716,-0.577286771781716,-0.577286771781716,-0.517772671598034,0.851051632626653,-0.0218218375275381,-0.577286771781716,0.0575302976377473,2.51744643776975,-0.577286771781716
ENSMUSG00000109719,-0.720864137790622,0.031778233382636,-0.720864137790622,-0.118750240852016,0.282659023773722,0.282659023773722,-0.720864137790622,-0.18565178428729,2.59076229537171,-0.720864137790622
ENSMUSG00000100706,0.316200772617386,-0.820181843396489,0.246909149689711,0.461713180765504,-0.182698912461876,-0.709315246712209,-0.889473466324164,-0.829420726361124,2.43652443420425,-0.0302573420209905
ENSMUSG00000109700,0.344158369501788,-0.714790460734189,0.00722010566398171,0.512627502142701,-0.714790460734189,-0.714790460734189,-0.714790460734189,-0.329718158173824,2.53425708805758,-0.20938306425547
ENSMUSG00000110365,0.0765164684077957,-0.424798325248276,0.717294776431975,-0.255180537870021,-0.526568997675229,-0.0591777614948083,-0.639647522594066,-0.797957457480437,2.54916688011713,-0.639647522594066
ENSMUSG00000107813,-0.438455026604649,-0.438455026604649,0.83242910848129,-0.374910819850352,-0.438455026604649,-0.438455026604649,-0.438455026604649,-0.438455026604649,2.61166689760161,-0.438455026604649
ENSMUSG00000093540,-0.384269818801467,-0.555740332919809,-0.17322918604043,0.895164017312315,-0.120469027850171,-0.472203415961099,-0.595310451562503,-0.542550293372244,2.54391896075791,-0.595310451562503
ENSMUSG00000108584,-0.570772237435367,-0.455630863889328,-0.570772237435367,0.646436568622764,0.0871784685420014,-0.570772237435367,-0.570772237435367,-0.373387025642157,2.62028868655487,-0.241796884446683
ENSMUSG00000111017,-0.704303147922981,-0.642881361763336,-0.397194217124756,0.954085078387433,0.155601858312049,-0.704303147922981,-0.704303147922981,0.442236859980913,2.30536437389962,-0.704303147922981
ENSMUSG00000097016,-0.60711808045773,-0.491108256159055,-0.60711808045773,1.53906366906776,-0.60711808045773,0.0889408653343209,-0.60711808045773,-0.220418666515512,2.11911279056114,-0.60711808045773
ENSMUSG00000106555,-0.618352186539471,-0.454670725377414,-0.618352186539471,0.963901938027088,-0.618352186539471,0.109120973453313,-0.618352186539471,0.0363736581087601,2.43703508848561,-0.618352186539471
ENSMUSG00000085479,-0.382242833217746,0.826054014235469,-1.00801948222498,-0.787411585245064,-0.670619169196875,0.171439731751444,-1.32811721509779,0.903915624934261,1.8036497930092,0.471351121052081
ENSMUSG00000110598,-0.296380659431294,0.0558942923045041,-0.465472636264478,-0.324562655570158,-0.240016667153567,-0.709716602613418,-1.42366050498585,0.192107273830226,2.23999899306645,0.97180916681758
ENSMUSG00000108954,-0.719999819638805,0.0770479511555312,-0.0504796921715626,-0.608413131727598,-0.528708354648164,-0.422435318329707,-0.719999819638805,-0.20988924633043,2.59571890686563,0.587158524463906
ENSMUSG00000108741,-0.733080662777692,0.614376135266755,-0.733080662777692,-0.733080662777692,-0.155599177901501,-0.63683374863166,-0.733080662777692,0.197306174288106,2.39494404696834,0.518129221120723
ENSMUSG00000089842,-0.74761638383505,1.0150563910606,-0.74761638383505,-0.74761638383505,-0.74761638383505,-0.261361825243148,-0.74761638383505,-0.0182345459471964,2.04834732806839,0.954274571236609
ENSMUSG00000052767,-0.408959802871675,0.412694594988258,-0.931830782105701,-0.763765109968956,0.412694594988258,-0.110176384245767,-0.931830782105701,-0.408959802871675,2.4294826606292,0.300650813563762
ENSMUSG00000099759,0.891338790620517,-0.657534842769798,-0.522647949771843,0.175042876079651,-0.0389156438481406,-1.34747354827204,-0.513345405427156,-0.0203105551587674,2.30532553101288,-0.271479252465305
ENSMUSG00000096960,0.527249990408295,0.149800332677484,-0.91177682836345,-0.0979010048987342,0.432887575621733,-0.982548639099512,-0.27483053173889,-0.557917774683139,2.41449827623148,-0.699461396155263
ENSMUSG00000111785,0.694065287629184,-0.57363386785791,-0.700403783406619,-0.668711304519442,-0.700403783406619,0.905348480632932,-0.700403783406619,0.229242263528016,2.2153042742137,-0.700403783406619
ENSMUSG00000086188,0.398633345106926,-0.414904094086034,-0.763562996796536,0.387011382148121,-0.763562996796536,0.677560467275327,-0.763562996796536,-0.438148021398279,2.37436712759798,-0.693831216254436
ENSMUSG00000086503,-0.464595896204019,0.565410446534897,-1.01939428479997,0.247048708621103,-0.498554481573,-0.86530720364969,-1.40015492334486,1.30125054344147,1.53386685326866,0.600430237705414
ENSMUSG00000106320,-0.850441678982251,0.706900203096835,-0.606587434195026,-0.049602170280123,-0.8726102468111,-0.972368801542127,-0.83935739523409,0.823285183616368,1.95388213723468,0.706900203096835
ENSMUSG00000106386,-0.582482218728704,0.841522223048606,-0.940272279834922,-0.317717574008147,-0.725598243342931,-0.78284465336036,-0.98320708713332,0.820054819399407,1.89342500185936,0.777120012101008
ENSMUSG00000103195,-1.04564187981981,0.139075520961256,-0.0978679591949577,-0.0360566165455107,-0.757188947455727,-0.798396509222025,-1.04564187981981,1.09715133202769,2.02432147176939,0.520245467299513
ENSMUSG00000105594,-0.855398922772474,0.171079784349199,-0.342159569211638,-0.342159569211638,-0.855398922772474,-0.855398922772474,-0.855398922772474,1.02647870866139,1.96741752181213,0.940938814690454
ENSMUSG00000091351,-0.754576208682431,-0.44540655779589,-0.754576208682431,-0.44540655779589,-0.621662153161115,-0.367391786076857,-0.754576208682431,1.35760149971067,1.96293833953057,0.823055841635805
ENSMUSG00000091184,-0.71361016657306,-0.71361016657306,-0.71361016657306,-0.250401309660215,-0.71361016657306,-0.257114481231004,-0.71361016657306,1.43460482227678,1.94480588179631,0.696155919683426
ENSMUSG00000108592,-0.0661435787082054,-0.524739057113258,-0.630568782919391,-0.299850889775225,-0.921600528886257,-0.648207070641938,-0.86868566598319,1.21263227495895,2.068089225137,0.679074073931507
ENSMUSG00000106570,-1.00808192790575,-0.387121361881677,0.0772005028029935,0.149925614139147,-0.873820183900549,-0.888738155531273,-0.728369961228242,1.78157875316589,1.56526816552736,0.312158554812104
