ENSGID	Gene	d0_A_Rep1	d0_A_Rep2	d0_A_Rep4	d0_Y_Rep2	d0_Y_Rep3	d0_Y_Rep4	d0_Y_Rep5	d0_Y_Rep6	d1_A_Rep1	d1_A_Rep2	d1_Y_Rep1	d1_Y_Rep2	d1_Y_Rep4	d3_A_Rep1	d3_A_Rep2	d3_A_Rep3	d3_A_Rep4	d3_Y_Rep1	d3_Y_Rep2	d3_Y_Rep3	d5_A_Rep1	d5_A_Rep2	d5_Y_Rep1	d5_Y_Rep2	d5_Y_Rep3	d7_A_Rep1	d7_A_Rep2	d7_A_Rep4	d7_Y_Rep1	d7_Y_Rep2	d7_Y_Rep3	d21_A_Rep1	d21_A_Rep2	d21_Y_Rep2	d21_Y_Rep3
ENSMUSG00000048015	Neurod4	-0.001469692264877	-0.00217410805275848	0.00113654089264099	-0.00130215355845028	-0.00137157472258862	0.00856380683486108	0.000672064760751411	0.00105865703619828	0.000174637860573291	0.000114591021821996	0.000289672070116684	7.16018001306389e-05	0.000264913105103768	-0.000157469703990733	-0.000726593768489568	0.00141319651785147	0.00151281962879271	-7.5863725381273e-05	3.6239397895819e-05	-0.000616295385692653	-0.000775956501603718	-0.000742649937163666	-0.00016490661804031	5.61135987146484e-05	-0.000439267902368805	0.000818399027117215	0.000789211041417702	0.00156880349330107	0.0201037601864097	-5.12238784064593e-05	0.00158562315690477	0.000731647553308667	0.000980330728471074	-0.000800418582947004	-0.00107449658652922
ENSMUSG00000028736	Pax7	23.3493622850178	22.6831504066247	24.7201250743266	21.1248043167311	27.2063610313646	16.9962379066435	29.8930635115484	20.119070327779	3.39729107399712	3.26188989938187	15.5172899739329	14.7229604629451	14.9035439338459	2.06513294173597	4.12895729931866	3.13001188629104	3.09614697239318	2.29797337295347	1.96021334197765	3.29993100271219	0.99719618227858	0.995775259238695	3.44943512238433	2.57480403798642	7.38921961614819	6.66961007054032	6.91245777496182	9.28015548718492	4.01928123370309	2.01636211844728	2.54546488952932	39.9944801903047	37.5979787827367	19.8619019766608	25.7761793217671
ENSMUSG00000038718	Pbx3	5.0233453488022	6.29626207546321	5.1962595688142	4.80918600261937	3.9595858044063	6.20496479998876	7.96884478411472	4.59473760589697	9.53590330801059	8.21407788056188	8.54692787087018	6.31406239332369	7.87628103239881	2.90659677937245	6.87611811004522	5.8565105579483	5.83902376729286	2.74397480899924	2.49224278491756	7.17131474338509	5.09301109421728	3.91433164298824	4.75073123077825	2.57493348658456	8.98857013880123	3.83124791114129	3.80521302920566	4.35108082271874	5.72142773335704	5.37622328041166	7.22886962625821	6.52759541245449	6.36569612179245	2.39379215916995	6.60745805974623
ENSMUSG00000028023	Pitx2	20.5471085418769	19.537652953939	29.7090742314948	22.4959542862801	26.6015417820026	16.6788879100377	17.4201253578484	27.7446768445305	14.7991485895285	18.3364723879188	33.8714785472149	33.5950061371007	31.8939821091814	22.9143642150189	18.6755859376377	15.1715376323707	14.3529432205872	17.0406691114867	15.6392047482964	15.9020280022996	2.83042049829081	2.51941675230641	25.4984140026458	22.9870528742723	21.0465218865673	15.862417536596	14.7419822410717	17.3753115116826	22.7541095820775	13.0017693504558	11.7777111924293	28.7614723970055	30.9753887163056	16.1116522800576	37.9999861951194
ENSMUSG00000026565	Pou2f1	9.66498979352058	16.9031726657069	15.745999297809	19.5377754409903	12.1464172994334	11.9634842104562	17.9667728746764	20.625645789303	8.90411592557814	10.7172547522729	15.7452689230187	14.4406500156864	18.4587043220006	9.54675340154825	14.9697628730331	10.7936810699615	9.66905308046648	10.7375114909035	9.10440376170667	19.3096955493306	5.06506681216831	5.31408484607168	23.7020148515246	20.3706504571594	37.4341202502725	14.741626725121	14.8749671929914	18.7105285697636	22.4402447803268	14.3991404356151	12.1842916317804	12.016981222691	14.8458293064963	6.74724845603879	8.29435571084241
ENSMUSG00000001288	Rarg	9.49621285565643	15.5858125080429	12.0309356782729	10.6408582902974	25.8765391585946	14.4071426516567	23.0694655414817	15.0274205196562	15.9709249142908	14.2162784788014	16.1680761076458	16.4267891014012	15.5080221174951	4.26478209215363	6.38287154034423	4.10309776060037	3.68631658526893	5.93428664658134	6.03625012681645	6.32349693523095	12.4624222288225	11.8087777735308	4.08198901473497	4.51175457292221	5.32532535450211	4.18764449312725	4.49498889964805	5.71740606133578	1.49983746123974	3.2162310504771	3.70558189220664	16.4953706420636	17.2362383780928	22.4871671942838	21.1158288233299
ENSMUSG00000039191	Rbpj	23.9951596905778	15.8430263241547	24.5272506575277	46.8955634675699	71.262120435053	34.1673068999766	56.3228698977717	55.7038817132232	30.3246967768378	30.1547206712569	40.3066046190807	36.6936090890057	35.624537342088	19.950613485868	33.9893209373571	19.1437999775871	20.2933207755337	23.3072742226862	22.6593485459688	28.6056316721423	29.1916776501534	29.8944026344959	27.1911080618471	25.3473016138908	50.9419493985921	31.5205955136056	33.2378762322141	29.148485967693	16.2106533754693	18.1751043414461	18.9504283712989	64.0366879225672	49.6007449063407	14.2810883637703	23.9804236045996
ENSMUSG00000022952	Runx1	42.5036403771803	62.0587929071169	69.2284622287706	94.2792675926978	89.9203916249032	64.622038905302	95.818137179823	124.589571807655	53.755601175618	47.1637465248825	104.184869597026	107.855010238502	114.512195200221	63.3463326856094	90.7998060830246	61.1291065707014	52.6122305674353	77.1598012112542	74.936828199466	113.56033297905	22.2898793180854	21.3163989779014	53.0843258222662	46.6738931910313	73.9802807348745	94.4077318188292	100.46343731444	71.3712378867853	64.0821024879285	55.3267349000457	47.2500575483055	88.0990318283048	99.7091310888302	34.2310151029138	33.5042548372785
ENSMUSG00000039153	Runx2	3.12722620924222	3.46528062739926	3.67836751208139	1.48965581555121	2.31208040056453	1.61817642536497	2.10481262283011	3.12778551461797	7.80900283748304	7.92314661648527	4.34314397916794	2.77056220225459	3.82885463868696	4.89604053712521	9.76506088908307	7.60296755507771	5.56808756006771	5.18828359506414	4.43826207468535	7.84008129810795	2.13389367739185	1.97191887199185	1.68907129639956	1.42774830723159	3.28088355379603	2.98724745302768	3.06208534964637	1.73721965910881	1.0507444385048	2.28174350887193	1.50380795939743	7.08405228824713	5.34967459052109	1.72970882273257	3.27563983391987
ENSMUSG00000051367	Six1	35.3603380260495	29.3010165101589	46.0434144307445	39.8407904309715	61.7823385298421	37.8851173134543	34.7143784651373	47.0089582507715	44.3025912655536	42.5634474353682	28.5046510642771	33.0597559211144	31.2236560982202	99.3402850812621	70.9637782393402	63.221210152958	59.0523599554848	110.548451601504	108.137067936741	81.3565062788536	11.1563910321119	9.43771079481407	97.6885595292393	82.9147416083275	55.1584089497305	41.7284855520811	41.7007233517689	50.4780287376442	58.8049183519231	30.5674832131813	31.4342171058058	64.4484875029375	62.7320779638118	66.6785729016942	96.5059148646656
ENSMUSG00000024563	Smad2	37.1552859800087	45.5722552683959	49.4613893406409	61.6637932089241	53.0457243416561	52.1271874971403	79.4644971530021	45.4308168231598	68.1070365271302	69.6172121161431	59.3009000027251	51.4349571569069	64.9556939911047	34.0869763785782	51.3451385432073	38.0859291504582	34.2646530491359	31.4378396830804	30.9255883930185	50.6663098615255	26.7809364666299	24.6488288430455	48.5345899557128	43.2762663251502	87.17307348914	43.458750944347	45.1453407880695	48.4345824378236	55.1567446304636	41.1814000146378	68.7071317546475	59.8917035062238	60.4772032741395	23.3155251344486	51.3677334568196
ENSMUSG00000032402	Smad3	10.6499354047101	13.9324612727654	10.4875526210943	7.26675436919629	14.6521675392077	9.77970480738789	16.8415310380143	8.98544500194663	8.36960235614594	6.588429772515	5.97208086652265	7.58008996216486	5.99770804756993	4.44335858741345	6.63598992482847	6.33109320077458	5.09806552498905	7.27128725283491	6.30192592303828	10.8472312237592	6.24640690567573	5.91384132442393	4.90382253654749	4.36689247126626	9.79180021551946	6.60294622853039	6.95341230719916	8.02035934926535	3.33600715458635	3.77650476697809	4.88382354825429	12.3376519380407	12.7146415729124	6.76981805298004	3.92639332528576
ENSMUSG00000042821	Snai1	2.7861788552278	2.81450964409259	2.39855399516442	3.58478126721938	3.73341721731563	3.21609423480596	3.46493143774983	2.25075171049656	4.61449975744538	5.64340370344729	5.31638792281241	3.93008344649088	5.53327904993159	4.29444186309629	4.15595559106241	2.833651725532	7.08939042524457	13.6525291423728	13.0871544613888	9.62379063984217	5.10753423126432	4.9703208144827	4.44495694949008	4.50775776461995	2.96269843430452	1.89713629522883	2.16303672612989	1.91664028550898	0.80959650187676	2.02849479441315	2.80312813446325	2.63788562214153	3.52811842347591	4.10162570822282	11.6225980416918
ENSMUSG00000004040	Stat3	209.020750137589	307.399048847677	329.116503326949	512.929370363472	459.032771528128	387.613112905587	466.358254809307	770.683996228194	197.783490597488	181.174015205831	662.908101479943	636.136575931443	682.381106640364	78.6344516178316	110.104040314247	87.3211380344729	57.6834571900809	90.155717237127	78.7012145809324	107.361979102724	288.372732653538	262.083736752706	312.693670615156	246.234508565907	357.365030113359	358.351884989824	370.396632246113	217.590807557909	232.607845084754	299.844425996593	228.651816653566	366.326404594975	419.945894355334	122.642658636331	150.250255176573
ENSMUSG00000020167	Tcf3	13.9805213337013	21.7468201079599	36.4450450719824	10.7321813711643	90.5093883984348	45.6724508324181	61.1565558723736	32.0293110776854	50.5393738793576	56.7353925185248	31.5686371177375	37.9259776517402	32.6447661122656	124.061117668346	185.562932655171	56.8952567113005	67.9310281037449	137.596386231948	122.276370874115	196.975135494136	38.9824638546072	42.7141220437234	105.066815536109	97.5673797190466	107.074738119284	59.2666926796459	61.9013091091042	48.9853031775408	52.9878880073647	31.6364328350298	62.1506194895158	30.0862305112605	34.5665707956516	44.1221470024924	53.6340516610806
ENSMUSG00000053477	Tcf4	150.23250546411	139.40553901068	146.562585186291	166.81286913002	153.01818491442	148.384289950992	130.469461176277	194.03236171033	92.5494991223283	95.8936050782821	167.905412660476	167.269420685891	184.876371539067	81.8313454078366	75.152665707298	90.2684944452235	77.827773232813	104.881607398883	93.8192366501264	95.7158968844174	184.226397185176	163.55031247885	193.559500824921	166.334940866822	176.927042661318	144.28801976953	152.756243371731	134.794130336861	174.851034225645	174.93875377863	139.733994670423	180.365693281961	200.592160403617	102.150800387111	160.599437734997
ENSMUSG00000026641	Usf1	23.1421069214537	24.213098978979	30.5655730525232	24.2125268265115	37.563274371939	25.6581483692714	31.2912971074712	29.9678896581082	18.5877248289019	20.7738609066333	19.0333637009426	19.3549588833939	21.1668134633462	35.2818397759774	42.4078482464574	26.684841725487	31.0646884693846	39.7793061371267	36.0341804050813	43.4953935687952	15.159250452511	12.7077317850032	54.9148891499254	52.475620667342	49.1036061764938	27.4194467302482	26.41651434368	33.7748870346024	40.3565376406283	24.471460671401	25.3702021915415	17.6414374999592	19.9902490936198	26.5150431633058	19.2202673184264
ENSMUSG00000020484	Xbp1	374.356774475121	335.022747174313	420.790263818544	472.15806055656	446.293438972785	445.554574822685	418.880250136451	439.086840584237	282.918372723442	284.001837489091	464.887764834816	488.348560954242	453.863562730726	186.099576693961	176.365287585911	184.488619600264	152.068859371947	232.606240274675	227.670214572341	215.275545525261	376.52818510426	359.251128963377	381.065596509398	346.050046672664	339.296091796191	406.799780816348	404.04805275193	315.756504217388	383.033121190556	291.945202805288	351.515018719534	446.098313372849	410.466802432689	343.177008996644	497.765708691604
ENSMUSG00000049823	Zbtb12	0.518723792506794	0.69498277605243	-0.232552076141692	0.460046022972351	0.474014351639662	0.395384919396991	0.588558402161469	-0.0972536032627235	0.711424723170533	0.527191614093275	0.0572315561151077	0.162142237317377	0.129403962955681	0.176010009646505	0.18476343042945	1.82732103891703	1.43152587657703	0.0202503111871018	0.0992212294505276	0.224965713243011	0.241581571822398	0.182115038200325	0.177428281790204	0.00531499731837298	0.0986759871202424	0.191824920282816	-0.135396560660329	0.124309041620368	0.0184612261108747	0.142494836499525	0.375160081154235	-0.092363444378319	-0.147508027234964	0.430099337686563	0.421903638918402
ENSMUSG00000063659	Zbtb18	4.64647753157767	3.80411965290808	4.17185264895751	11.1796959093318	5.92176090163091	5.02007864392993	9.19544390999929	2.16103571086768	3.25347606885228	3.16460705164446	2.48102511430663	1.72046983928592	2.01131921382766	21.6421900854567	15.9909298601214	15.2383189152211	16.107868327758	50.3929041684712	46.5909600372319	39.9889055955781	1.73685031749705	1.90547489416996	41.1745821658862	33.9625846037714	36.4722735306365	7.81941711296491	7.6792845641525	14.4449072470058	6.31326933678773	4.23352191384626	14.0385627735083	4.63287978821981	4.12442082932339	4.68594506776106	2.65112173765873
ENSMUSG00000022708	Zbtb20	145.061968405054	184.499354165557	207.93744365174	661.699767185211	222.885114899021	294.386296037911	296.549777784868	497.664615153668	80.1745766877974	99.1311618381349	263.633600187338	219.468563894732	266.048811470935	59.2638942333988	73.101928590214	71.2626063359236	56.4983097500892	77.0175042516614	71.0912298142524	80.6668616618563	128.160839438676	122.697446872388	298.992556924073	247.695334614025	319.161013391072	240.063036089159	242.355619489553	212.430356519915	264.548702014189	170.343615229588	142.696815019339	395.182628661263	409.660795046276	185.535982113757	445.63041062445
