"d5_Y_vs_d5_O"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Gene"
6.96933225063899	5.44160198981565	21.3353400261814	2.08639290863329e-11	7.510805831789e-07	15.7066494007122	"ENSMUSG00000044700"
16.5337213714531	2.90037422984431	19.1436793222435	8.06349242893206e-11	1.45138831974563e-06	13.5768056265911	"ENSMUSG00000026253"
4.27384615620687	5.35720618480281	17.0610650063934	3.35713745202981e-10	4.02845303785404e-06	13.4589605727993	"ENSMUSG00000021400"
4.2982128012493	5.76065446161547	15.6316402226891	9.83797927435487e-10	4.8647248216167e-06	12.6457559053583	"ENSMUSG00000031119"
3.55641950817553	4.97385592213986	15.6883171367437	9.41160268655813e-10	4.8647248216167e-06	12.5459166670162	"ENSMUSG00000031066"
4.8337457365144	7.09758149587511	15.2299161859913	1.35249344497389e-09	5.40982350284613e-06	12.5105240794226	"ENSMUSG00000006457"
3.13811281826792	6.61998120505416	14.9810445306949	1.65360008766758e-09	5.41163177781319e-06	12.3071432853058	"ENSMUSG00000018572"
4.92662552762821	9.66721571896762	14.6679056591852	2.1386511741018e-09	6.41577530137423e-06	11.9660744377102	"ENSMUSG00000039952"
10.2276745392623	2.29408655553687	16.1653064931971	6.51898760815808e-10	4.8647248216167e-06	11.9583203330577	"ENSMUSG00000055489"
7.00178502566628	3.63826347893404	15.8066298745451	8.58416246941914e-10	4.8647248216167e-06	11.9304714015923	"ENSMUSG00000024176"
-4.07580204163172	4.66127701290868	-14.9949638688771	1.63498482917172e-09	5.41163177781319e-06	11.9170698609465	"ENSMUSG00000073599"
5.96176501979782	6.28139318965361	14.5065170704783	2.44653162910242e-09	6.77482247046599e-06	11.8897530365872	"ENSMUSG00000047777"
2.48296035388511	8.13504203545201	14.1964858679157	3.17984069960384e-09	7.63140568966924e-06	11.6894340342761	"ENSMUSG00000022324"
10.4852967077618	1.94292709467395	15.5116368202086	1.081079990359e-09	4.8647248216167e-06	11.6870099642555	"ENSMUSG00000035615"
2.55355118966612	6.90103476284727	13.9521649753749	3.92370832602489e-09	8.52959955293538e-06	11.4966950518557	"ENSMUSG00000003435"
4.20810943186521	6.90133681031803	13.7023733364054	4.88097563882132e-09	8.52959955293538e-06	11.2667933432264	"ENSMUSG00000039883"
-4.07190145704454	8.54603692091576	-13.491076737039	5.88711037040439e-09	9.06032600419513e-06	11.0589289852402	"ENSMUSG00000024750"
4.2629583046807	4.25443979992369	13.7820532620095	4.55091867148154e-09	8.52959955293538e-06	10.9962122500487	"ENSMUSG00000062175"
2.14275047297485	7.87610999002861	13.3336999254883	6.78042843013648e-09	9.44267984218887e-06	10.938751579723	"ENSMUSG00000035325"
3.23481279198207	5.19988246936716	13.2259543359204	7.47531268188957e-09	9.44267984218887e-06	10.696033208494	"ENSMUSG00000061374"
5.97657244202875	4.02634730368919	13.682685885598	4.9664240531e-09	8.52959955293538e-06	10.6032511252234	"ENSMUSG00000030319"
3.39559650006946	5.75713574874262	12.9606434823676	9.53374192355116e-09	1.10711346937393e-05	10.5812019034834	"ENSMUSG00000031700"
-5.25832844047	3.39269169686153	-13.3077823212255	6.94100135757045e-09	9.44267984218887e-06	10.4132978385616	"ENSMUSG00000017309"
3.97483779483927	5.10407919884595	12.8772092937318	1.03008110327187e-08	1.15880905114638e-05	10.3643900316075	"ENSMUSG00000047824"
3.45421918040134	7.72618113806216	12.6526623142686	1.27135335756257e-08	1.32470398624906e-05	10.3200820758728	"ENSMUSG00000021910"
1.92816896796771	7.58098997660065	12.518867070716	1.4434138678284e-08	1.32470398624906e-05	10.1929437860461	"ENSMUSG00000020114"
-3.43197151894147	5.90154922381047	-12.4983510198564	1.47193420511577e-08	1.32470398624906e-05	10.1923838012242	"ENSMUSG00000030399"
-2.46684391391764	5.45881442308912	-12.533327541137	1.42366789555001e-08	1.32470398624906e-05	10.1878902302838	"ENSMUSG00000040181"
3.81836630880233	5.3696179254756	12.5376345451461	1.41784274370991e-08	1.32470398624906e-05	10.1205550440545	"ENSMUSG00000030733"
