"d1_Y_vs_d1_O"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Gene"
8.72521382504877	-4.78138918942871	49.0331458762903	5.47449841035002e-16	1.9707646827419e-11	21.6381569904981	"ENSMUSG00000033765"
-2.65551886466387	5.81035140299614	-30.6213075936935	2.1966783994737e-13	1.97695564256634e-09	21.0878866164477	"ENSMUSG00000005410"
9.65850831206973	-3.83133076335714	33.9113060097418	6.01545569154873e-14	1.08275194720031e-09	19.8785035076175	"ENSMUSG00000074199"
-1.56085390713309	7.65819342269865	-26.4283939537865	1.41512263541229e-12	8.2998433602097e-09	19.3881439095673	"ENSMUSG00000027067"
-7.86332442048455	-5.60758463675773	-32.0092806849347	1.25195423563965e-13	1.50230335095973e-09	18.6158213983458	"ENSMUSG00000072145"
-3.10615879928016	3.32502112536337	-23.2943524876601	6.93635132980461e-12	2.2700155592876e-08	17.3084023348468	"ENSMUSG00000055612"
6.0594681623436	-5.35309161225864	29.3811337756498	3.70893609955496e-13	2.67035981295758e-09	17.1298476479817	"ENSMUSG00000030484"
-2.97837595265879	3.20609614082933	-22.7829803033807	9.16566355655891e-12	2.35681944551831e-08	17.1148721283542	"ENSMUSG00000002835"
-1.60372296759114	7.34167328554227	-21.6592496284015	1.72784467813137e-11	3.94765560871252e-08	16.8588547603455	"ENSMUSG00000105987"
-1.96045554572504	4.78364166942169	-21.6327171219326	1.75456234171506e-11	3.94765560871252e-08	16.7457573480533	"ENSMUSG00000067150"
-2.44696654476142	6.32164872180766	-20.9975730094714	2.54716540372565e-11	4.71897810203674e-08	16.5006570324244	"ENSMUSG00000041859"
-3.46678054604438	4.87129873574953	-21.0025627385144	2.53961183853333e-11	4.71897810203674e-08	16.4347651161029	"ENSMUSG00000044345"
1.57917545768812	6.17776961739106	20.8724704453044	2.74467159878991e-11	4.71897810203674e-08	16.3921671200405	"ENSMUSG00000040562"
-1.70596365709147	6.77544452295149	-20.8251651084399	2.8235951423328e-11	4.71897810203674e-08	16.3890222490473	"ENSMUSG00000025403"
3.21368836449124	7.36503681387422	20.7883681985905	2.8866742593232e-11	4.71897810203674e-08	16.3672442819426	"ENSMUSG00000030730"
-2.71806716318769	5.90147048625978	-20.7161164849014	3.01498642592419e-11	4.71897810203674e-08	16.3395163210692	"ENSMUSG00000002870"
6.2655603940862	-3.57300218388658	24.974595340862	2.88826041764888e-12	1.29968108468677e-08	16.2328792980997	"ENSMUSG00000004359"
6.49094881219444	-5.43542553498606	24.0754699554733	4.5822355116038e-12	1.64955896182225e-08	16.2056554915073	"ENSMUSG00000055561"
5.45389727993988	-5.40379460341528	26.1545584182623	1.61390326179805e-12	8.2998433602097e-09	16.0752631854949	"ENSMUSG00000041991"
3.15418461993159	10.6503893181375	20.7962107068437	2.87310421545536e-11	4.71897810203674e-08	16.0712288532796	"ENSMUSG00000002985"
-2.68844636095353	4.18418547072002	-20.1820720603618	4.1769022040361e-11	6.01457209772383e-08	15.9365931009886	"ENSMUSG00000022945"
-5.2518340718404	0.328600174298372	-22.8200713618045	8.98045224252505e-12	2.35681944551831e-08	15.5926914397686	"ENSMUSG00000028613"
-1.8625884684389	5.75927113349782	-19.4833867927796	6.47884394614237e-11	8.32971082918497e-08	15.5791172351903	"ENSMUSG00000031584"
-3.45649980534444	3.35703789507985	-19.6155993531295	5.95571445121263e-11	7.94073201960013e-08	15.4864611615029	"ENSMUSG00000030513"
-2.86011496976161	4.54803773135201	-19.3710211766704	6.96235390933406e-11	8.64268201317644e-08	15.4734963415424	"ENSMUSG00000074886"
-3.22248533823533	3.71031437238171	-19.3091897058081	7.24485042823621e-11	8.69357901886918e-08	15.3015728341411	"ENSMUSG00000054863"
-2.58132500408509	4.08805296827289	-19.0553103155128	8.54085856205063e-11	9.91814088307292e-08	15.2421116053339	"ENSMUSG00000037474"
4.28511726116515	6.99663922916832	18.9031162214965	9.43574080654306e-11	1.00005698301834e-07	15.1812628445459	"ENSMUSG00000069917"
