"d7_Y_vs_d5_Y"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"Gene"
2.6761685951556	8.54603692091576	17.2421935930364	2.94704169288107e-10	5.30452769510128e-06	13.9575257651243	"ENSMUSG00000024750"
6.85998787439377	2.31181011356411	17.4856907928566	2.47844101763937e-10	5.30452769510128e-06	13.7653945039176	"ENSMUSG00000005716"
4.37610173349787	4.17022639721391	15.7500169603804	8.96989905846553e-10	5.47564521729421e-06	12.9522349689504	"ENSMUSG00000057003"
3.23211741455061	8.31871591468147	15.8575932182291	8.25213638992835e-10	5.47564521729421e-06	12.9481739383536	"ENSMUSG00000034120"
-1.77605035561496	4.97385592213986	-15.6883314003743	9.41149791463082e-10	5.47564521729421e-06	12.9080029531084	"ENSMUSG00000031066"
2.22446814954591	5.90154922381047	15.5309641337041	1.06473836831744e-09	5.47564521729421e-06	12.7511400907426	"ENSMUSG00000030399"
-4.9752475055096	0.825955702376021	-16.0680880534327	7.01995823117144e-10	5.47564521729421e-06	12.4830105338071	"ENSMUSG00000000202"
-2.32550855418594	5.44160198981565	-14.9392211410491	1.71091570539182e-09	6.32427475709126e-06	12.3263162920645	"ENSMUSG00000044700"
1.66782509393184	7.15798665367138	14.9897230711237	1.64196714970509e-09	6.32427475709126e-06	12.3066943045652	"ENSMUSG00000022018"
-1.85668616130194	4.92125217481104	-14.7938051025572	1.92739905122204e-09	6.32427475709126e-06	12.1904891412618	"ENSMUSG00000074221"
1.65121755274456	5.85934282106475	14.1237938461162	3.38392245238453e-09	7.4820037245419e-06	11.6425131225416	"ENSMUSG00000041769"
3.06113258551233	5.32802209212591	14.1016265086973	3.44892035644837e-09	7.4820037245419e-06	11.6311930109309	"ENSMUSG00000052656"
7.4118321070558	3.85526700591473	14.0028193956285	3.75537841088371e-09	7.4820037245419e-06	11.5435661944573	"ENSMUSG00000027559"
1.7903910247664	6.27620446905675	13.8692336608957	4.21702681836436e-09	7.4820037245419e-06	11.3998744776123	"ENSMUSG00000032076"
-2.23779359070406	3.92599318739147	-13.7522209902458	4.67159850017401e-09	7.4820037245419e-06	11.2683294680299	"ENSMUSG00000046312"
-2.94925897404218	4.02634730368919	-13.7260488376557	4.78030183239711e-09	7.4820037245419e-06	11.2408329761302	"ENSMUSG00000030319"
-3.59088005985545	-3.46351665889386	-14.5000250745173	2.45987247863942e-09	7.30601162628226e-06	11.0697706397058	"ENSMUSG00000035448"
-1.2761642646997	7.12837715562451	-13.2912130118231	7.04579100843574e-09	9.39412705602512e-06	10.8420788396906	"ENSMUSG00000023010"
-1.6439025868808	5.35720618480281	-13.172473003682	7.84826371624063e-09	1.00903444828909e-05	10.8106324848662	"ENSMUSG00000021400"
-6.02448208836362	-1.38094128145501	-14.4166363165524	2.6383552638037e-09	7.30601162628226e-06	10.7319752567926	"ENSMUSG00000052087"
-5.26482609329103	-1.17537752276439	-13.5506204216628	5.58279959156522e-09	8.37396677069818e-06	10.7078553414297	"ENSMUSG00000040907"
3.3411882359227	4.17397834933316	13.0209776848568	9.01731076349107e-09	1.08952945854496e-05	10.6759066890863	"ENSMUSG00000007122"
2.10138406347388	4.49424002628467	12.8618846492909	1.04487619140568e-08	1.11894355382175e-05	10.5315312853985	"ENSMUSG00000042298"
-1.55123287077843	4.96166074902119	-12.8468124239286	1.0596500679034e-08	1.11894355382175e-05	10.5204483427149	"ENSMUSG00000050627"
-5.38361450421088	-2.63526851428725	-13.7667077346508	4.61257225014081e-09	7.4820037245419e-06	10.4652331098594	"ENSMUSG00000095028"
4.03422132046383	-6.13782228711648	14.7906119175027	1.93247096663807e-09	6.32427475709126e-06	10.4523226347692	"ENSMUSG00000111540"
-3.81046644488467	-5.74491456471104	-13.9944608661089	3.78261205520894e-09	7.4820037245419e-06	10.4095655936586	"ENSMUSG00000075209"
3.30574275048078	5.27909521479725	12.5061182644843	1.46106615666658e-08	1.33762926783041e-05	10.1963939134757	"ENSMUSG00000047368"
4.28591219088726	-6.12167046804956	14.2106406168866	3.14166038171253e-09	7.4820037245419e-06	10.1915295739343	"ENSMUSG00000041301"
3.00546973976805	3.06687741200116	12.5467899718205	1.40554489324148e-08	1.33762926783041e-05	10.1906224326954	"ENSMUSG00000020123"
2.64842936550064	4.1911324977505	12.5147761102253	1.44905326286234e-08	1.33762926783041e-05	10.1843112806891	"ENSMUSG00000025104"
-2.84075771911322	5.93800692392877	-12.4758222952864	1.50394987464273e-08	1.33762926783041e-05	10.1459741207449	"ENSMUSG00000019139"
-6.57048209614925	1.59236072943647	-12.6003040228038	1.33591316537914e-08	1.3358760566801e-05	10.0408366990392	"ENSMUSG00000062760"
-9.28910115190069	1.98510455702856	-12.9266391367877	9.8387046408289e-09	1.10682352614125e-05	10.0292500421332	"ENSMUSG00000075014"
1.46550286053691	7.26679613252561	12.4623486556005	1.52345342873543e-08	1.33762926783041e-05	9.99741690560165	"ENSMUSG00000040028"
-8.26384627419334	0.287202339119843	-13.7846028459149	4.54076117949901e-09	7.4820037245419e-06	9.95857850218482	"ENSMUSG00000097312"
-9.99892573761427	-1.80604524923038	-13.30508525598	6.95794391829049e-09	9.39412705602512e-06	9.81054913631359	"ENSMUSG00000039904"
-5.20234729969207	0.678880922675271	-12.8186172659397	1.08789200766025e-08	1.11894355382175e-05	9.78513978525541	"ENSMUSG00000024968"
-1.88866726284907	5.10407919884595	-12.0536385657013	2.26507674938813e-08	1.67844522970321e-05	9.76348477496779	"ENSMUSG00000047824"
-3.95612489088627	-4.50054937678743	-13.4391551126851	6.16701070844702e-09	8.88024873973537e-06	9.74632051781851	"ENSMUSG00000079330"
1.14654039179454	7.32856295814734	12.1918123724668	1.97832843185034e-08	1.58362666715499e-05	9.70716775463564	"ENSMUSG00000063358"
-1.83827947359627	6.01297766426322	-12.0237902795496	2.33268842201672e-08	1.67844522970321e-05	9.69005602796652	"ENSMUSG00000009090"
